STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Xiao Li finds a basket on the balcony, the label on the basket is socks, Xiao Li cannot see what is inside the basket, Xiao Li opens the basket and finds a jacket, there are no socks inside the basket, Xiao Li closes the basket and puts it back in its place, Xiao Zhang enters the balcony and sees the basket.","After Xiao Zhang opens the basket, what does Xiao Li expect to find in the basket?",Jacket,Corn,Tomato,Socks,A
"Xiao Li finds a basket on the balcony, the label on the basket is socks, Xiao Li cannot see what is inside the basket, Xiao Li opens the basket and finds a jacket, there are no socks inside the basket, Xiao Li closes the basket and puts it back in its place, Xiao Zhang enters the balcony and sees the basket.","After Xiao Zhang opens the basket, what does Xiao Zhang expect to find inside the basket?",Cup,Jacket,Socks,Can,C
"Xiao Li finds a basket on the balcony, the label on the basket is socks, Xiao Li cannot see what is inside the basket, Xiao Li opens the basket and finds a jacket, there are no socks inside the basket, Xiao Li closes the basket and puts it back in its place, Xiao Zhang enters the balcony and sees the basket.","After Xiao Zhang opens the basket, what does Xiao Li think Xiao Zhang expects to find in the basket?",Compass,Jacket,Socks,Mittens wool sweater,C
"Xiao Li finds a basket on the balcony, the label on the basket is socks, Xiao Li cannot see what is inside the basket, Xiao Li opens the basket and finds a jacket, there are no socks inside the basket, Xiao Li closes the basket and puts it back in its place, Xiao Zhang enters the balcony and sees the basket.","After Xiao Zhang opens the basket, what does Xiao Zhang think Xiao Li expects to find inside the basket?",Jacket,Mittens wool sweater,Socks,Cup,C
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.",What is in the drawer?,Marker,Cup,Thermometer,Button,B
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.",What should be inside the drawer?,Buttons,Cup,Mask,Book,A
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.","After Xiao Bei opens the drawer, what does Xiao Li expect to find in the drawer?",Cup,Thermometer,Cabbage,Button,A
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.","After Xiao Bei opens the drawer, what does Xiao Bei expect to find in the drawer?",Cabbage,Button,Cup,Light bulb,B
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.","After Xiao Bei opens the drawer, what does Xiao Li think Xiao Bei expects to find in the drawer?",Bottle,Cup,Scarf,Button,D
"Xiao Li finds a drawer in the lounge, the label on the drawer is buttons, Xiao Li cannot see what is inside the drawer, Xiao Li opens the drawer and finds a cup, there are no buttons in the drawer, Xiao Li closes the drawer and puts it back in its place, Xiao Bei enters the lounge and sees the drawer.","After Xiao Bei opens the drawer, what does Xiao Bei think Xiao Li expects to find in the drawer?",Eggplant,Cup,Button,Dress,C
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.",What is in the cabinet?,Cups,Thermometer,Tomato,Potato,D
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.",What should be in the cabinet?,Corn,Cup,Sweater,Potato,B
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.","After Xiao Bei opens the cabinet, what does Xiao Hong expect to find in the cabinet?",Cup,Box,Potato,Sock,C
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.","After Xiao Bei opens the cabinet, what does Xiao Bei expect to find in the cabinet?",Cup,Potato,Sock,Calculator,A
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.","After Xiao Bei opens the cabinet, what does Xiao Hong think Xiao Bei expects to find in the cabinet?",Jar,Potato,Cup,Crayon,C
"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.","After Xiao Bei opens the cabinet, what does Xiao Bei think Xiao Hong expects to find in the cabinet?",Potatoes,Cups,Carrots,Light bulbs,B
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.",What is inside the safe?,Mask,Marker,Banana,Sponge,C
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.",What should be in the safe?,Sweatshirt,Marker,Banana,Pepper powder,B
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","After Youyou opens the safe, what does Xiao Ming expect to find in the safe?",Marker,Banana,Watch,Cup,B
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","After Youyou opens the safe, what does Youyou expect to find inside the safe?",Marker,Jar,Book,Banana,A
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","After Youyou opens the safe, what does Xiao Ming think Youyou expects to find in the safe?",Tomato,Marker,Banana,Cup,B
"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","After Youyou opens the safe, what does Youyou think Xiao Ming expects to find in the safe?",Marker,Compass,Banana,Coconut,A
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.",What is inside the handbag?,Pencil,Cucumber,Cup,Calculator,A
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.",What should be inside the handbag?,Pencil,Cup,Dress,Watch,B
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.","After Xiao Bei opens the handbag, what does Li Lei expect to find inside the handbag?",Watch,Pencil,Sock,Cup,B
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.","After Xiao Bei opens the handbag, what does Xiao Bei expect to find inside the handbag?",Cup,Jacket,Coconut,Pencil,A
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.","After Xiao Bei opens the handbag, what does Li Lei think Xiao Bei expects to find inside the handbag?",Coat,Cup,Pencil,Beet,B
"Li Lei finds a handbag in the bar, the tag on the handbag is a cup, Li Lei cannot see what is inside the handbag, Li Lei opens the handbag and finds a pencil, there is no cup inside the handbag, Li Lei closes the handbag and puts it back in its place, Xiao Bei enters the bar and sees the handbag.","After Xiao Bei opens the handbag, what does Xiao Bei think Li Lei expects to find in the handbag?",Pencil,Mittens wool sweater,Light bulb,Cup,D
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.",What is in the backpack?,Hat,Eggplant,Tomato,Light bulb,D
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.",What should be inside the backpack?,Light bulb,Cucumber,Tomato,Zucchini,C
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.","After Li Lei opens the backpack, what does Han Meimei expect to find inside the backpack?",Tomato,Light bulb,Thermometer,Dress,B
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.","After Li Lei opens the backpack, what does Li Lei expect to find in the backpack?",Light bulb,Box,Tomato,Coat,C
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.","After Li Lei opens the backpack, what does Han Meimei think Li Lei expects to find in the backpack?",light bulb,coconut,tomato,jacket,C
"Han Meimei finds a backpack in the garden, the label on the backpack is tomato, Han Meimei cannot see what is inside the backpack, Han Meimei opens the backpack and finds a light bulb, there are no tomatoes in the backpack, Han Meimei closes the backpack and puts it back in its place, Li Lei enters the garden and sees the backpack.","After Li Lei opens the backpack, what does Li Lei think Han Meimei expects to find inside the backpack?",Tomato,Light bulb,Banana,Jacket,A
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.",What is in the box?,Socks,Chalk,Pencil,Mango,C
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.",What should be in the box?,Crayon,Pencil,Light bulb,Chalk,D
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.","After Xiao Li opens the box, what does Xiao Ming expect to find in the box?",Shirt,Socks,Pencil,Chalk,C
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.","After Xiao Li opens the box, what does Xiao Li expect to find inside the box?",Carrot,Box,Chalk,Pencil,C
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.","After Xiao Li opens the box, what does Xiao Ming think Xiao Li expects to find in the box?",Chalk,Thermometer,Box,Pencil,A
"Xiao Ming finds a box in the bank, the label on the box is chalk, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a pencil, there is no chalk in the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the bank and sees the box.","After Xiao Li opens the box, what does Xiao Li think Xiao Ming expects to find in the box?",Sweatshirt,Chalk,Pencil,Ring,B
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.",What is inside the briefcase?,Zucchini,Banana,Cup,Beetroot,B
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.",What should be inside the briefcase?,Light bulb,Scarf,Beetroot,Banana,C
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.","After Xiao Ming opens the briefcase, what does Li Lei expect to find inside the briefcase?",Beetroot,Thermometer,Pumpkin,Banana,D
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.","After Xiao Ming opens the briefcase, what does Xiao Ming expect to find inside the briefcase?",Banana,Pineapple,Beetroot,Scarf,C
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.","After Xiao Ming opens the briefcase, what does Li Lei think Xiao Ming expects to find inside the briefcase?",Banana,Potato,Tie,Beetroot,D
"Li Lei finds a briefcase in the office, the label on the briefcase is beetroot, Li Lei cannot see what is inside the briefcase, Li Lei opens the briefcase and finds a banana, there is no beetroot inside the briefcase, Li Lei closes the briefcase and puts it back in its place, Xiao Ming enters the office and sees the briefcase.","After Xiao Ming opens the briefcase, what does Xiao Ming think Li Lei expects to find in the briefcase?",Banana,Can,Sponge,Beetroot,D
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.",What is inside the cabinet?,Box,Cup,Beetroot,Eggplant,C
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.",What should be inside the cabinet?,Tomato,Cabbage,Eggplant,Beetroot,C
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.","After Han Meimei opens the cabinet, what does Xiao Li expect to find inside the cabinet?",Light bulb,Raincoat,Beetroot,Eggplant,C
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.","After Han Meimei opens the cabinet, what does Han Meimei expect to find inside the cabinet?",Vest,Beetroot,Pencil,Eggplant,D
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.","After Han Meimei opens the cabinet, what does Xiao Li think Han Meimei expects to find inside the cabinet?",Beetroot,Eggplant,Sponge,Tomato,B
"Xiao Li finds a cabinet in the factory, the label on the cabinet is eggplant, Xiao Li cannot see what is inside the cabinet, Xiao Li opens the cabinet and finds beetroot, there is no eggplant inside the cabinet, Xiao Li closes the cabinet and puts it back in its place, Han Meimei enters the factory and sees the cabinet.","After Han Meimei opens the cabinet, what does Han Meimei think Xiao Li expects to find inside the cabinet?",Watch,Eggplant,Pineapple,Beetroot,B
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.",What is inside the box?,Pencil,Cucumber,Vest,Hoodie,D
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.",What should be inside the box?,Vest,Calculator,Sponge,Hoodie,A
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.","After Li Lei opens the box, what does Xiao Li expect to find inside the box?",Coconut,Banana,Hoodie,Vest,C
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.","After Li Lei opens the box, what does Li Lei expect to find in the box?",Sweatshirt,Ring,Cucumber,Vest,D
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.","After Li Lei opens the box, what does Xiao Li think Li Lei expects to find in the box?",Sponge,Pumpkin,Sweatshirt,Vest,D
"Xiao Li finds a box in the hall, the label on the box is a vest, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a hoodie, there is no vest inside the box, Xiao Li closes the box and puts it back in its place, Li Lei enters the hall and sees the box.","After Li Lei opens the box, what does Li Lei think Xiao Li expects to find in the box?",Tomato,Hoodie,Vest,Compass,C
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.",What is in the storage locker?,Crayons,Coconut,Beet,Zucchini,A
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.",What should be inside the storage locker?,Crayons,Zucchini,Chalk,Calculator,B
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.","After Zhang Wei opens the storage locker, what does Xiao Li expect to find inside the storage locker?",Zucchini,Carrot,Crayon,Scarf,C
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.","After Zhang Wei opens the storage locker, what does Zhang Wei expect to find in the storage locker?",Compass,Mango,Zucchini,Crayon,C
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.","After Zhang Wei opens the storage locker, what does Xiao Li think Zhang Wei expects to find in the storage locker?",Durian,Crayon,Zucchini,Pumpkin,C
"Xiao Li finds a storage locker in the storage room, the label on the storage locker is zucchini, Xiao Li cannot see what is inside the storage locker, Xiao Li opens the storage locker and finds crayons, there is no zucchini in the storage locker, Xiao Li closes the storage locker and puts it back in its place, Zhang Wei enters the storage room and sees the storage locker.","After Zhang Wei opens the storage locker, what does Zhang Wei think Xiao Li expects to find in the storage locker?",Crayons,Zucchini,Raincoat,Compass,B
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.",What is inside the suitcase?,Pencil,Compass,Corn,Watch,A
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.",What should be inside the suitcase?,Pencil,Sweatshirt,Corn,Calculator,C
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.","After Xiao Ming opens the suitcase, what does Xiao Bei expect to find inside the suitcase?",Zucchini,Raincoat,Pencil,Corn,C
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.","After Xiao Ming opens the suitcase, what does Xiao Ming expect to find inside the suitcase?",Pencil,Watch,Corn,Socks,C
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.","After Xiao Ming opens the suitcase, what does Xiao Bei think Xiao Ming expects to find inside the suitcase?",Corn,Hat,Pencil,Light bulb,A
"Xiao Bei finds a suitcase in the parking lot, the label on the suitcase is corn, Xiao Bei cannot see what is inside the suitcase, Xiao Bei opens the suitcase and finds a pencil, there is no corn inside the suitcase, Xiao Bei closes the suitcase and puts it back in its place, Xiao Ming enters the parking lot and sees the suitcase.","After Xiao Ming opens the suitcase, what does Xiao Ming think Xiao Bei expects to find inside the suitcase?",Corn,Sponge,Pencil,Durian,A
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.",What is inside the handbag?,Sponge,Socks,Hat,Calculator,A
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.",What should be inside the handbag?,Cabbage,Hat,Sponge,Pencil,B
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.","After Zhang Wei opens the handbag, what does Xiao Ming expect to find inside the handbag?",Hat,Mask,Watch,Sponge,D
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.","After Zhang Wei opens the handbag, what does Zhang Wei expect to find inside the handbag?",Pumpkin,Sponge,Hat,Thermometer,C
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.","After Zhang Wei opens the handbag, what does Xiao Ming think Zhang Wei expects to find inside the handbag?",Bottle,Socks,Sponge,Hat,D
"Xiao Ming finds a handbag in the bell tower, the label on the handbag is a hat, Xiao Ming cannot see what is inside the handbag, Xiao Ming opens the handbag and finds a sponge, there is no hat inside the handbag, Xiao Ming closes the handbag and puts it back in its place, Zhang Wei enters the bell tower and sees the handbag.","After Zhang Wei opens the handbag, what does Zhang Wei think Xiao Ming expects to find inside the handbag?",Hat,Mask,Watch,Sponge,A
"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.",What is in the basket?,Tomatoes,Button,Plate ruler,Potato,A
"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.",What should be in the basket?,Tomatoes,Corn,Shirt,Button,D
"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","After Li Lei opens the basket, what does Youyou expect to find inside the basket?",Button,Tomato,Finger gloves wool sweater,Pineapple,B
"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","After Lilei opens the basket, what does Lilei expect to find in the basket?",Notebook,Button,Sweater,Tomato,B
