index,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER,SOURCE_FILE,qwen2_5_7b_instruct_noCoT_full_response,qwen2_5_7b_instruct_noCoT_response,qwen2_5_7b_instruct_noCoT_truncation,qwen2_5_7b_instruct_noCoT_prompt_tokens,qwen2_5_7b_instruct_noCoT_output_tokens
1170,"Xiaoliu and Xiaoming are good friends, they like mountain climbing and exploring. They plan a new outdoor activity. At this time, Xiaoliu thinks about whether to invite Xiaoyun, who likes mountain biking, to join the journey. Xiaoliu looks at Xiaoming, signals him to look at Xiaoyun with his eyes, and then shakes his head with a smile. Then, he throws an expectant look at Xiaoming, as if hinting at something. Xiaoming watches this process, seems to understand Xiaoliu's intention, so he decides to actively talk to Xiaoyun about this activity. Xiaoming and Xiaoyun talk for a few minutes, Xiaoyun hesitates at first, then nods.","Why does Xiaoliu shake his head at Xiaoming, and then throw an expectant look?",Xiaoliu hints to Xiaoming that he does not want Xiaoyun to join this activity.,Xiaoliu wants Xiaoming to invite Xiaoyun to participate in the activity.,Xiaoliu wants to let Xiaoming know that they need to do more preparation work.,The secret actions between Xiaoliu and Xiaoming are about other things.,B,Ambiguous Story Task," [[A]] Based on the story, Xiaoliu's actions suggest that he does not want Xia",A,True,489,20
1172,"On a production line in a factory, worker Xiao Yang is inspecting the products. He tells supervisor Xiao Wang, ""We produce 40 products today, most of them are qualified, some are substandard, but there are hardly any waste products."" Xiao Wang checks the quality inspection report and finds only 5 substandard products.","After checking the quality inspection report, how many qualified products does Xiao Wang estimate?","After checking the quality inspection report, Xiao Wang estimates there are 20 qualified products.","After checking the quality inspection report, Xiao Wang estimates there are 35 qualified products.","After checking the quality inspection report, Xiao Wang estimates there are 30 qualified products.","After checking the quality inspection report, Xiao Wang estimates there are 25 qualified products.",C,Scalar Implicature Test," [[B]] Based on the information provided, if there are 40 products in total and ",B,True,403,20
1174,"Xiao Hong and Youyou are wandering in the classroom, they see a briefcase and a cabinet, they find a cucumber in the briefcase, Youyou leaves the classroom, Xiao Hong moves the cucumber to the cabinet.","After Youyou returns to the classroom, where does Youyou think Xiao Hong looks for the cucumber?",Storage locker,Briefcase,Safe,Cabinet,B,False Belief Task," [[D]] Based on the story, Xiao Hong moved the cucumber to the cabinet. Therefore, You",D,True,320,20
1178,"Xiao Hong and Xiao Fang watch other children play on the playground. They chat about some interesting things happening on the playground and discuss going to the park together after school. Suddenly, Xiao Hong gives Xiao Fang a look and looks in the direction of the swing. Then, Xiao Hong smiles at Xiao Fang. Xiao Fang nods, and the two stand up. Xiao Mei sits on the swing and notices the interaction between Xiao Hong and Xiao Fang.",Why does Xiao Hong smile at Xiao Fang?,Xiao Hong smiles because she sees something interesting on the playground.,Xiao Hong smiles because she remembers a joke about Xiao Mei.,Xiao Hong smiles because she thinks it is fun to play after school.,Xiao Hong smiles at Xiao Fang to suggest making new friends together.,D,Ambiguous Story Task," [[A]] Based on the story, Xiao Hong and Xiao Fang's interaction seems to be focused on",A,True,396,20
1179,"In a football team, there are 18 players, almost one third are goalkeepers. The coach selects some people to go to the gym to get the ball, and finds that there are 4 goalkeepers","After the coach selects people to get the ball, how many goalkeepers are there in the team?","After the coach selects people to get the ball, there is 1 goalkeeper in the team.","After the coach selects people to get the ball, there are 6 goalkeepers in the team.","After the coach selects people to get the ball, there are 5 goalkeepers in the team.","After the coach selects people to get the ball, there are 4 goalkeepers in the team.",C,Scalar Implicature Test," [[D]] Based on the story, the coach finds that there are 4 goalkeepers among the",D,True,391,20
1182,"In a coffee shop, there are 30 different desserts. The chef tells the boss that most desserts contain chocolate, some contain matcha, and almost none do not contain both. After checking, the chef finds that only 5 desserts contain matcha.",How many desserts does the chef guess contain chocolate after checking?,"After checking, the chef guesses that 10 desserts contain chocolate.","After checking, the chef guesses that 25 desserts contain chocolate.","After checking, the chef guesses that 23 desserts contain chocolate","After checking, the chef guesses that all 30 desserts contain chocolate.",C,Scalar Implicature Test, [[B]] The story states that most desserts contain chocolate and almost none do not contain both chocolate and,B,True,368,20
1186,"On a primary school playground, teacher Xiao Wang is supervising students exercising. He tells his colleague Xiao Liu, ""Today there are 60 students on the playground, most are running, some are playing basketball, very few students are playing football."" Xiao Liu counts and finds that only 15 students are playing basketball.","Please ask before Xiao Liu counts, how many students does he guess are playing basketball?","Before Xiao Liu counts, he guesses that 59 students are playing basketball.","Before Xiao Liu counts, he guesses that 50 students are playing basketball.","Before Xiao Liu counts, he guesses that 20 students are playing basketball.","Before Xiao Liu counts, he guesses that 60 students are playing basketball.",B,Scalar Implicature Test," [[C]] Based on the information provided, it is most likely that Xiao Liu would guess a number",C,True,394,20
1189,"James shows his painting at the school art exhibition. One day, he forgets to take the painting home. Nick, while cleaning the exhibition room, mistakes the painting for abandoned and puts it in the discard box. Meanwhile, Ella knows this is James's work. Ella's own painting also shows at the art exhibition, and she does not want James's painting to be more popular than hers, so she decides not to tell Nick. When James finds the painting is missing, he feels very upset and starts asking classmates. Later, Nick realizes he may have mishandled James's painting.","Ella knows that is James's work, but does not tell Nick, what kind of emotion does she feel?",Ella possibly feels happy because she harbors hostility towards James.,"Ella possibly feels worried, fearing that James finds out she knows the truth but does not tell Nick.",Ella possibly feels satisfied and complacent because she sees James's painting is mishandled and he cannot show his talent.,Ella possibly feels indifferent because she thinks this has nothing to do with her.,C,Moral emotions," [[B]] Based on the story, Ella's action of not telling Nick about the painting being James",B,True,460,20
1191,"Xiao Ming's school organizes a science exhibition, but Xiao Ming is afraid to speak in front of everyone. Today, Xiao Ming's science project is selected to be displayed at the exhibition. When Xiao Ming's teacher asks him: ""Are you ready to display your project at the exhibition?"" Xiao Ming replies: ""No, I do not want to display it, I am not ready yet.""",Is what Xiao Ming says to the teacher true?,Yes,No,,,A,Strange Story Task," [[B]] Based on the story, Xiao Ming explicitly states that he does not want to display his",B,True,342,20
1192,"In a pet shop, customer Xiao Yang is choosing a puppy. He says to the shop owner Xiao Liu, ""There are 30 puppies here, most of them are Golden Retrievers, some are Huskies, but there are hardly any Bulldogs."" Xiao Liu counts and finds there are only 4 Huskies.","Before Xiao Liu counts, how many Golden Retrievers does he guess there are?","Before counting, Xiao Liu guesses there are 15 Golden Retrievers.","Before counting, Xiao Liu guesses there are 30 Golden Retrievers.","Before counting, Xiao Liu guesses there are 26 Golden Retrievers.","Before counting, Xiao Liu guesses there are 10 Golden Retrievers.",A,Scalar Implicature Test," [[C]] Based on the information provided, the most likely answer is that Xiao Liu guesses there are",C,True,390,20
1198,"At 10 o'clock on Saturday morning, Xiao Fang comes to her Aunt Zhang's house to play. She has short hair and wears a light yellow dress, and she is reading a book in Aunt Zhang's living room. Suddenly the doorbell rings, Aunt Zhang opens the door, it is her neighbor Aunt Li who comes to visit. Aunt Li smiles and says: ""Aunt Zhang, hello."" Aunt Zhang also smiles and says: ""Aunt Li, please come in, it's been a long time."" After Aunt Li comes in, she sees Xiao Fang sitting on the sofa and says to her: ""Hello, I don't think I've seen this little boy before, what's your name?"" Xiao Fang looks up at Aunt Li and doesn't say anything. At this time, Aunt Zhang comes over and says: ""Come and have some tea, the weather is really good today.""","If there is, which sentence is inappropriate?","Aunt Li, please come in, it's been a long time.","Hello, I don't think I've seen this little boy before, what's your name?","Come and have some tea, the weather is really good today.",There is no inappropriate sentence.,B,Faux-pas Recognition Test," [[D]] Based on the story, Aunt Li refers to Xiao Fang as a little boy, which",D,True,491,20
1200,"In the team meeting, the supervisor asks about Xiao Lin's project status. Xiao Lin answers, ""The project encounters unexpected challenges."" Xiao Zhou optimistically comments, ""You always keep such a low profile, surely you have a surprise to show us again!"" Xiao Lin softly says, ""I do my best."" Then, the supervisor says, ""Okay, we continue to discuss other matters.""",Does anyone say something inappropriate in this story?,Someone says something inappropriate in the story.,No one says anything inappropriate in the story.,,,A,Faux-pas Recognition Test, [[B]] The supervisor's comment and Xiao Zhou's comment do not contain any inappropriate content. Therefore,B,True,354,20
1205,"On a cold winter night, Xiao Li is reading a book about plant encyclopedia at home. Her friend Xiao Wang calls her, tells her that he meets a botanist in a nearby cafe, and invites her to come over. Xiao Li hesitates for a while, because she remembers that there is an important biology exam tomorrow. She looks at the snow scene outside the window, then turns back to look at the notes and books piled up on the desk. Her cat jumps on the table and looks at her curiously.",What does Xiao Li do after receiving Xiao Wang's call?,She goes out to the cafe to meet the botanist.,She continues to stay at home and read.,She plays with her cat to relieve the pressure of studying.,She reviews the questions she gets wrong before.,D,Completion of failed actions," [[B]] Based on the story, Xiao Li is hesitant and looks at her notes and books,",B,True,408,20
1210,"Lin Ting's diary is missing, and she writes a lot of private information in the diary. She also notices that a few classmates in the classroom are always laughing at her secretly. In the end, Lin Ting finds her diary in her locker, and those classmates do not read her diary, nor do they mock her, they are just chatting and joking.",What kind of emotion does Lin Ting show at this time?,Fear,Guilt,Jealous,Feeling violated,B,Unexpected Outcome Test, [[D]] [[Answer Index]]: [[D]] [Reasoning]: Lin Ting's diary was,D,True,339,20
1214,"One afternoon, the tense atmosphere in the company seems thicker than usual. Xuemei observes Junbo handling a very picky customer. She pretends to focus on her own work, but in fact, she constantly pays attention to the interaction between Junbo and the customer. Junbo tries to maintain a professional attitude, but he seems a bit at a loss in the face of the customer's continuous questioning. At this time, Zhiqiang, an experienced salesman, shows a vague concern for the situation without direct intervention. Xuemei gently walks to the copier nearby, seems to handle documents, but her eyes occasionally glance at Junbo. Suddenly, she quickly writes a few lines, carefully puts a note on Junbo's notebook. Junbo just glances at the note and then continues to handle the customer's problems. Zhiqiang witnesses this scene on his way to Junbo's workstation, a smile crosses his face, and then he returns to his own workstation.",Why does Xuemei leave that note for Junbo?,Xuemei wants Junbo to leave temporarily.,Xuemei is a warm-hearted person.,Xuemei leaves that note unintentionally.,Xuemei tries to distract the customer.,B,Ambiguous Story Task," [[D]] Based on the story, Xuemei's note to Junbo seems to be an",D,True,496,20
1220,"The new semester of university starts, Xiao Li and Xiao Zhang become roommates in the dormitory. One day, Xiao Li brings back some new clothes and snacks, and says to Xiao Zhang, ""What do you think of the new things I buy?"" Xiao Zhang takes a look and answers, ""It looks really good, but I usually don't buy these."" Xiao Li continues, ""You should try it, next time I take you there, changing the style is always good."" Xiao Zhang does not respond obviously, just smiles and continues to do his own thing.",Does anyone say something inappropriate in this story?,Someone says something inappropriate in the story.,No one says anything inappropriate in the story.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, neither Xiao Li nor Xiao Zhang says anything inappropriate. Xiao Li",B,True,390,20
1224,"Xiao Li finds a box in the basement, the label on the box is a hat, Xiao Li cannot see what is inside the box, Xiao Li opens the box and finds a cup, there is no hat in the box, Xiao Li closes the box and puts it back in its place, Youyou enters the basement and sees the box.",What should be in the box?,Hat,Cup,Carrot,Button,A,False Belief Task," [[B]] Based on the story, Xiao Li found a cup in the box, not a hat",B,True,331,20
1229,"Xiao Hong finds a cabinet in the library, the label on the cabinet is cups, Xiao Hong cannot see what is inside the cabinet, Xiao Hong opens the cabinet and finds potatoes, there are no cups in the cabinet, Xiao Hong closes the cabinet and puts it back in its place, Xiao Bei enters the library and sees the cabinet.",What should be in the cabinet?,Corn,Cup,Sweater,Potato,B,False Belief Task," [[D]] Based on the story, the cabinet is labeled as ""cups"" but contains potatoes",D,True,329,20
1231,"Chen Yu attends an important interview, this job is what she dreams of and thinks about day and night. After the interview, she is told that she is not selected.","Chen Yu should feel disappointed, but she actually feels very excited, why is this?","Chen Yu actually does not want this job, she only attends the interview due to family pressure.","Chen Yu thinks the feedback from the interviewer is very useful, she believes this failure helps her get better opportunities in other positions.","The interviewer tells Chen Yu that her performance is excellent, they decide to create a new position for her.","Chen Yu learns that she is not selected because of an internal referral issue, not because of her ability, so she feels excited about the company's career development prospects.",C,Unexpected Outcome Test," [[B]] Based on the story, Chen Yu feels excited because she believes the feedback from the interviewer",B,True,399,20
1232,"On Monday morning, Manager Li introduces Xiao Zhang and Xiao Wang during the new employee training. He says to Xiao Wang, ""Your technical background is excellent, the technical department suits you very well."" Turning to Xiao Zhang, Manager Li says, ""Xiao Zhang, you also suit for technical work."" Xiao Zhang replies, ""I also have a passion for sales.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,A,Faux-pas Recognition Test," [[B]] Based on the story, Manager Li's comments about Xiao Zhang and Xiao Wang are professional",B,True,349,20
1235,"In a distant galaxy, there is a small rocky planet named Glockta, where a robot named Pibo lives. Pibo's world, Glockta, is famous for its glowing mineral forms and underground rivers, but it lacks any bird life, so Pibo knows nothing about birds and their behavior. However, Glockta is full of various types of glowing insects, they are a common sight. Pibo is engaging in imitation behavior: he opens his arms and then quickly closes them, the movement is very similar to the vibration of bird wings.",What is Pibo likely imitating?,The twinkling of fireflies.,An eagle soaring in the sky.,A hummingbird vibrating its wings.,A bat hunting at night.,A,Knowledge-pretend play links," [[C]] Based on the story, Pibo is imitating the movement of bird wings, and",C,True,392,20
1237,"There are 30 houses in the community. Mr. Li tells Mr. Zhang that he thinks most of the houses are newly renovated, some are under renovation, and very few are not renovated at all. After investigating, Mr. Zhang finds that 5 houses are under renovation.",How many houses does Mr. Zhang estimate are newly renovated after his investigation?,"After his investigation, Mr. Zhang estimates that 25 houses are newly renovated.","After his investigation, Mr. Zhang estimates that 24 houses are newly renovated.","After his investigation, Mr. Zhang estimates that 10 houses are newly renovated.","After his investigation, Mr. Zhang estimates that 15 houses are newly renovated.",B,Scalar Implicature Test," [[A]] Based on the information provided, Mr. Li's statement suggests that most houses are newly",A,True,388,20
1238,"Zhang Lei attends a mysterious theme party. At the party, the organizer displays a rare antique and announces there is a special unveiling segment.",What is Zhang Lei's reaction when she sees the antique?,Surprise,Curious,Angry,Sadness,B,Unexpected Outcome Test, [[A]] Surprise is a natural reaction to seeing a rare antique at a theme party. [[B,A,True,295,20
1239,"On a workday afternoon, Xiao Zhang asks his colleague Xiao Hong how to prepare for tomorrow's speech. Xiao Hong says, ""There is a new bubble tea shop next door that people say is good. My mouth is too dry right now, I can't think.""",What does Xiao Hong really mean when he says this?,Xiao Hong wants Xiao Zhang to treat him to bubble tea,Xiao Hong indicates that he does not want to help Xiao Zhang,Xiao Hong is too tired to understand Xiao Zhang's question.,Xiao Hong indicates that he wants to drink some water now,A,Hinting Task Test," [[B]] Based on the context, Xiao Hong's statement about her mouth being dry and her inability",B,True,360,20
1241,"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Xiao Li think Li Lei looks for the dress?",Drawer,Handbag,Basket,Briefcase,B,False Belief Task," [[D]] Based on the story, Xiao Li moved the dress to the briefcase, so it",D,True,322,20
1243,"Li Lei participates in the school's football match. After the match ends, he puts the football in the locker room, but he thinks he brings the ball home. \nIn the evening, his father asks: ""Where is your football?"" Li Lei's answer: ""It is in my bag, Dad.""",Why does Li Lei say this?,Li Lei deliberately lies because he does not want to admit that the football is lost.,Li Lei really thinks the football is in his bag.,Li Lei wants to test whether his father pays attention to his things.,Li Lei forgets that he puts the football in the locker room.,D,Strange Story Task," [[B]] Based on the story, Li Lei thinks he brought the football home, so he believes",B,True,374,20
1244,"Li Lei and Han Meimei are wandering in the living room, they see a backpack and a briefcase, they find socks in the backpack, Han Meimei leaves the living room, Li Lei moves the socks to the briefcase.","After Han Meimei returns to the living room, where does Li Lei think Han Meimei looks for the socks?",Backpack,Basket,Box,Briefcase,A,False Belief Task," [[D]] Based on the story, Li Lei moved the socks to the briefcase, so he",D,True,324,20
1245,"On Christmas Eve, Xiao Fang comes home from school, looking forward to celebrating Christmas with her family. She sees her mother busy in the kitchen, her father reading in the living room. Xiao Fang says softly, ""Mom and Dad, can we try to have a different Christmas? Like, lighting the Christmas lights, or telling Christmas stories."" Her father does not look up, and answers lightly, ""Xiao Fang, our family is used to celebrating our traditional holidays, like the Spring Festival. Christmas is not special to us."" Xiao Fang says, ""Okay, I understand."" Then she slowly walks to her room.","If there is one, which sentence is inappropriate?","Mom and Dad, can we try to have a different Christmas? For example, light up the Christmas lights, or tell a Christmas story.","Xiao Fang, our family is used to celebrating our traditional holidays, like the Spring Festival. Christmas is not special to us.","Okay, I understand.",There is no inappropriate sentence.,B,Faux-pas Recognition Test," [[D]] Based on the story, all the sentences provided are appropriate and have been spoken by the",D,True,446,20
1249,"On Christmas Eve, Xiao Li comes home from school, looking forward to celebrating Christmas with her family. She sees her mother preparing dinner in the kitchen, and her father wrapping gifts in the living room. Xiao Li says: ""Dad, Mom, can we exchange gifts and light up the Christmas tree tonight?"" Her father replies: ""Of course, Xiao Li. Celebrating Christmas is a fun experience."" The family decorates the Christmas tree together, preparing for the evening's celebration. Xiao Li says: ""This is so interesting!""","If there is, which sentence is inappropriate?","Dad, Mom, can we exchange gifts and light up the Christmas tree tonight?","Of course, Xiao Li. Celebrating Christmas is a fun attempt.",This is interesting!,There is no inappropriate sentence,D,Faux-pas Recognition Test," [[B]] The sentence ""Of course, Xiao Li. Celebrating Christmas is a fun attempt.""",B,True,404,20
1253,"In a pet store, customer Xiao Zhang is choosing pet birds. He tells the store owner Xiao Li, ""There are 50 birds here, most of them are parrots, some are pigeons, but there are hardly any sparrows."" Xiao Li counts and finds there are only 12 pigeons.","Before Xiao Li counts, how many parrots does he guess there are?","Before Xiao Li counts, he guesses there are 25 parrots.","Before Xiao Li counts, he guesses there are 49 parrots.","Before Xiao Li counts, he guesses there are 50 parrots.","Before Xiao Li counts, he guesses there are 45 parrots.",D,Scalar Implicature Test," [[A]] Based on the information provided, the most likely answer is that Xiao Li guesses there are",A,True,387,20
1255,"Emma hopes her children make more friends and helps them improve their social skills. For this, she plans to hold a party on the weekend, so all the friends of her children come. But Emma's husband suggests that if Emma helps him complete his project report, he helps Emma prepare this party. Emma chooses to help her husband.","After Emma helps her husband complete his project report, what does she do?",Emma prepares a party for her children.,Emma starts a new project.,Emma invites her husband to go on vacation together.,Emma prepares a surprise party for her husband.,A,Multiple desires," [[D]] Based on the story, Emma chooses to help her husband with his project report instead of",D,True,362,20
1266,"In a clear morning, Morning Light is waiting for Dawn in the corridor. They are members of the study club, they plan to attract new members to join. Star is a new classmate who just transfers. Star is walking along the corridor. Morning Light sees Star, quickly glances at Dawn, then smiles at Star. Dawn understands the meaning of Morning Light's eyes, walks to Star with a nervous expression, and matches Morning Light's smile. After a brief conversation with Star, Star responds with a smile.","Seeing their interaction as Star walks down the hallway, what do you think he feels?","Feels surprised, he does not expect them to take the initiative to talk to him.","Feels confused and curious, not clear about the meaning of their actions.","Feels nervous, because he is new and is not ready to make friends with everyone.","Feels very happy, because he thinks they might invite him to play.",B,Ambiguous Story Task," [[A]] Based on the story, Star is a new classmate who has just transferred. When",A,True,434,20
1277,"Xiaoling and Xiaojie maintain a friendly relationship after they break up. One night, Xiaoling casually mentions her past with Xiaojie during a chat, saying, ""Do you remember the seaside coffee shop we go to? The coffee there is really good."" Xiaojie replies, ""Hmm, that shop is pretty good."" At this moment, Xiaojie's current girlfriend comes over and quietly listens to their conversation. Xiaojie quickly asks, ""Do you go to any new places recently?""","If there is, which sentence is inappropriate?",Do you remember the seaside coffee shop we go to? The coffee there is really good.,But the taste is not good now.,Do you go to any new places recently?,There is no inappropriate sentence.,A,Faux-pas Recognition Test," [[D]] Based on the story, all the sentences mentioned are appropriate in the context of the conversation",D,True,401,20
1281,"Xiao Ming finds a box in the garage, the label on the box is hats, Xiao Ming cannot see what is inside the box, Xiao Ming opens the box and finds a notebook, there are no hats inside the box, Xiao Ming closes the box and puts it back in its place, Xiao Li enters the garage and sees the box.",What should be inside the box?,Notebook,Tie,Hat,Scarf,C,False Belief Task," [[A]] Based on the story, the box contains a notebook, not a hat, tie,",A,True,330,20
1282,"In a university laboratory, researcher Xiao Yang is analyzing chemical samples. He says to lab assistant Xiao Ling, ""We have 60 experimental samples, most of which are liquids, some are solids, but there are hardly any gases."" Xiao Ling checks the sample list and finds that there are only 15 solid samples.","Before Xiao Ling checks the sample list, how many liquid samples does she guess there are?","Before Xiao Ling checks the sample list, she guesses there are 59 liquid samples.","Before Xiao Ling checks the sample list, she guesses there are 50 liquid samples.","Before Xiao Ling checks the sample list, she guesses there are 20 liquid samples.","Before Xiao Ling checks the sample list, she guesses there are 60 liquid samples.",B,Scalar Implicature Test," [[C]] Based on the information provided, there are 60 samples in total, with ",C,True,403,20
1283,"In a cinema, friends are choosing movies, there are 40 screenings. Xiao Gang tells Xiao Mei, ""I think most of the screenings choose to watch comedy movies, some action movies, very few romance movies."" Xiao Mei counts and finds that there are only 5 action movies.",Please ask how many comedy movies Xiao Mei guesses before counting?,"Before counting, Xiao Mei guesses 40 comedy movies.","Before counting, Xiao Mei guesses 39 comedy movies.","Before counting, Xiao Mei guesses 20 comedy movies.","Before counting, Xiao Mei guesses 35 comedy movies.",D,Scalar Implicature Test," [[C]] Based on the information provided, Xiao Gang's statement suggests that most screenings are comedy movies",C,True,366,20
1284,"On the eve of Christmas, Mr. Liuyang, the neighbor of Yihan, decides to dress up as Santa Claus and delivers gifts to all the houses on the street. The first house he visits is Yihan's house. Yihan hears Mr. Liuyang knocking on the door. Without opening the door, she shouts back, ""Who is it?"" Mr. Liuyang replies, ""It is Santa Claus!",Is what Mr. Liuyang says true?,Yes,No,,,B,Strange Story Task," [[A]] Based on the story, Mr. Liuyang is described as dressing up as Santa",A,True,349,20
1287,"Abin is preparing for the final exam, and his roommate Xiaole is using the speaker to listen to music. Abin says, ""The melody of this song is great, but do you find my headphones?",What does Abin really want to say when he says this?,He emphasizes that the melody of this song is good,He is looking for his own headphones,He hints that the roommate should turn down the volume,He wants to join Xiaole to listen to the song,C,Hinting Task Test, [[B]] [[D]] [[C]] [[A]] [[B]] [[C]] [[D,B,True,343,20
1290,"Rui Li and Zhi Qiang are colleagues in the company, they see the birthday of Xiao Ling marked on the calendar. They look at each other when they meet in the conference room, and then glance at Xiao Ling who is still working. Later, Rui Li and Zhi Qiang open the shopping app, they start to look at some gift recommendations. They seem to have a preference for one, they nod to each other. Xiao Ling notices their little actions, she also catches a glimpse of the Taobao page they are looking at.",What do you think Xiao Ling thinks?,"Xiao Ling knows that Rui Li and Zhi Qiang are going to surprise her, she is very happy.",Xiao Ling thinks Rui Li and Zhi Qiang are excluding her.,Xiao Ling thinks Rui Li and Zhi Qiang are dating in private.,"Xiao Ling wants to join the conversation of Rui Li and Zhi Qiang, but she thinks she might disturb them.",A,Ambiguous Story Task," [[B]] Based on the story, Xiao Ling notices that Rui Li and Zhi Qiang",B,True,446,20
1298,"On the weekend, members of the community gather in the activity room for a chess competition. Li Hua and Old Wang are old friends who have known each other for many years. Xiao Ming and Old Wang have a conflict and argument during the chess game, and after the argument, Old Wang's chess game also falls into a stalemate. Li Hua is just about to leave the activity room, looking at Old Wang's frowning brow. He also sees the tea room by the door.",What does Li Hua plan to do?,Help Xiao Ming and Old Wang resolve their argument.,"Leave the activity room, not interfere with other people's affairs.","Go to Old Wang's side to interrupt them, give Old Wang guidance on chess.","Go to the tea room to prepare tea, to comfort Old Wang and provide for everyone.",D,Prediction of actions," [[B]] Based on the information provided, Li Hua is about to leave the activity room and",B,True,414,20
1302,"On a warm summer day, Wang Lei, Zhang Li, and Xiao Hong, a family, play together in the living room. At this time, Wang Lei suddenly has something to do, says: ""I go out now. See you later!"" and waves goodbye to Xiao Hong, leaves the room. Zhang Li takes out a new toy--a rainbow balloon, a sticker with a smiley face pattern sticks to the bottom of the balloon, the two play throwing the balloon in the living room, enjoy laughter. During this process, the bottom of the balloon faces each person, but everyone does not pay special attention to the sticker. After a while, Zhang Li puts the balloon safely, Xiao Hong can see but cannot touch the sticker. At this time, Wang Lei comes back, just sees the smiley face pattern sticker at the bottom of the balloon, she stares at the sticker and excitedly shouts: ""Oh, that's great, look!"" Then briefly looks at Xiao Hong.",How does Xiao Hong most likely react?,"Xiao Hong says ""This is a rainbow balloon","Xiao Hong says ""This is a smiley face",Xiao Hong clearly points to the sticker with the smiley face pattern,"Xiao Hong clearly checks whether it has anything special, including the side with the smiley face sticker.",A,Knowledge-attention links," [[D]] Based on the story, Xiao Hong is in the living room and can see the sticker",D,True,506,20
1306,"At school, Lin Feng often gets teased by his classmates because of his worn-out shoes, and these shoes are handmade by his grandmother.",What emotion should he show?,Happy,Embarrassed,Cherish,Guilt,C,Unexpected Outcome Test," [[B]] Based on the story, Lin Feng is likely to feel embarrassed about being teased for his",B,True,290,20
1308,"Xiao Hong is supposed to help her club prepare for this event, but she goes to visit a friend instead.",What kind of emotion does the club member have?,Angry,Proud,Grateful,Regretful,A,Discrepant emotions," [[D]] Based on the story, Xiao Hong is supposed to help her club but instead goes to",D,True,289,20
1309,"There are 30 promotional booths in the mall, Manager Zhao tells Supervisor Li that most of them are clothing booths, a small part are food booths, and only one or two are accessory booths. After checking, Supervisor Li finds that there are 5 food booths.",Please ask how many clothing booths does Supervisor Li estimate after checking?,"After checking, Supervisor Li estimates there are 23 clothing booths.","After checking, Supervisor Li estimates there are 20 clothing booths.","After checking, Supervisor Li estimates there are 12 clothing booths.","After checking, Supervisor Li estimates there are 25 clothing booths.",A,Scalar Implicature Test," [[B]] Based on the information provided, if there are 5 food booths and 1-",B,True,371,20
1310,"In the high floating city Nimbus, far from the ground, a strange robot named Elio lives. Nimbus is a city in the clouds, with no land or aquatic animals. Therefore, Elio knows nothing about these creatures. However, this city is a haven for various birds and flying insects. Elio is engaging in mimicry: it rolls and tumbles forward in a way similar to wheels, like a pangolin.",What does Elio possibly mimic?,Rolling armadillo,Flying bird,Tumbling beetle,Spinning top,C,Knowledge-pretend play links," [[A]] The story mentions that Elio mimics a pangolin, which is described as rolling",A,True,353,20
1312,"There are 35 students in a class. The class teacher tells the counselor that he thinks the vast majority of students like to play basketball, a small part likes to play badminton, and almost no one likes to play volleyball. After the counselor investigates, he finds that only 5 students like to play badminton.","After the counselor investigates, how many students does he estimate like to play basketball?","After the counselor investigates, he estimates that 25 students like to play basketball.","After the counselor investigates, he estimates that 20 students like to play basketball","After the counselor investigates, he estimates that 28 students like to play basketball","After the counselor investigates, he estimates that 35 students like to play basketball.",C,Scalar Implicature Test," [[A]] The class teacher said that the vast majority of students like to play basketball, which suggests",A,True,397,20
1314,"Xiao Li finds a basket on the balcony, the label on the basket is socks, Xiao Li cannot see what is inside the basket, Xiao Li opens the basket and finds a jacket, there are no socks inside the basket, Xiao Li closes the basket and puts it back in its place, Xiao Zhang enters the balcony and sees the basket.","After Xiao Zhang opens the basket, what does Xiao Li expect to find in the basket?",Jacket,Corn,Tomato,Socks,A,False Belief Task," [[D]] Based on the story, Xiao Li originally expected to find socks in the basket, as",D,True,341,20
1316,"Lili helps her father fix the water pipe in the garden, her father is happy, and promises to buy her a toy. However, her father says if her younger brother knows, he follows, he needs to take a nap, you do not tell your younger brother. Lili sees her younger brother.",Why is Lili truly happy?,Because she helps dad fix the water pipe,Because dad promises to buy her a toy,Because she likes to be with her dad,Because she does not like her younger brother,B,Hidden emotions," [[A]] Based on the story, Lili is happy because she helped her father fix the water",A,True,350,20
